人名1	人名2	预测	目标
孟庆树	王明	夫妻	夫妻
谷羽	胡乔木	父母	夫妻
毛泽东	毛泽建	父母	兄弟姐妹
田秉毅	李永波	夫妻	合作
马伊琍	文章	夫妻	夫妻
钟镇涛	章小蕙	夫妻	夫妻
阮小五	阮小七	兄弟姐妹	兄弟姐妹
张宁益	马琳	夫妻	夫妻
元彪	于占元	父母	师生
马伊琍	文章	夫妻	夫妻
张茜	张卫健	夫妻	夫妻
李光洁	郝蕾	夫妻	夫妻
胡因梦	李敖	夫妻	夫妻
万里	万宝宝	父母	祖孙
艳	韩布新	合作	师生
江泽民	江上青	父母	父母
江上青	江泽慧	父母	父母
袁日初	袁和平	父母	兄弟姐妹
袁日初	袁小田	父母	父母
谢虹雯	张君秋	父母	夫妻
高崚	吴圣	夫妻	夫妻
毛泽东	毛泽建	夫妻	兄弟姐妹
林黛玉	贾雨村	父母	师生
向华胜	张玉珊	夫妻	夫妻
李小龙	李香凝	父母	父母
侯宝林	郭启儒	合作	合作
郭启儒	郭全宝	合作	合作
侯耀华	侯耀文	父母	兄弟姐妹
侯耀华	侯宝林	父母	父母
项燕	项羽	父母	祖孙
罗浩	宋祖英	夫妻	夫妻
牛魔王	铁扇公主	夫妻	夫妻
蒋经国	蒋孝章	父母	父母
俞扬和	蒋孝章	父母	夫妻
张靓颖	赵晨浩	合作	情侣
翁家明	俞小凡	夫妻	夫妻
林彪	林立果	父母	父母
谢晖	佟晨洁	夫妻	夫妻
俞大维	俞扬和	父母	父母
蒋经国	蒋孝章	父母	父母
俞扬和	蒋孝章	父母	夫妻
张亚东	窦颖	情侣	夫妻
汉武帝	王娡	父母	夫妻
曹植	曹丕	父母	兄弟姐妹
曹植	曹操	父母	父母
陈奕迅	徐濠萦	夫妻	夫妻
许爱周	许士芬	父母	父母
高英培	孟凡贵	师生	师生
李圣根	晏紫	夫妻	夫妻
史兰芽	李幼斌	夫妻	夫妻
王艳	王志才	夫妻	夫妻
徐静斐	黎维玲	父母	父母
舒淇	彭于晏	情侣	情侣
元彪	成龙	同门	同门
元彪	元奎	同门	合作
元奎	洪金宝	同门	同门
汪小菲	张雨绮	夫妻	情侣
李维汉	李铁映	父母	父母
杨俊毅	陈法蓉	合作	情侣
赵又廷	陈意涵	情侣	情侣
李彦宏	马东敏	夫妻	夫妻
吕良伟	吕善萤	夫妻	亲戚
吕良伟	杨小娟	夫妻	夫妻
王祖贤	齐秦	夫妻	情侣
王刚	成方圆	父母	夫妻
陶鹏飞	张闾瑛	夫妻	夫妻
车晓	车晓彤	父母	父母
郑洁	蔡洪玲	夫妻	师生
陈玉成	陈得才	合作	亲戚
贾赦	贾政	父母	兄弟姐妹
刘爱琴	刘少奇	父母	父母
陈奕迅	徐濠萦	父母	夫妻
陈裘大	徐濠萦	夫妻	父母
谢仁冰	谢启美	父母	父母
肖桂云	李前宽	夫妻	夫妻
杜均堂	杜笃之	夫妻	父母
侯耀文	袁茵	夫妻	夫妻
林珊珊	林晓峰	夫妻	兄弟姐妹
林珊珊	林海峰	夫妻	兄弟姐妹
关羽	关兴	父母	父母
江世俊	江石溪	父母	父母
陈道明	杜宪	父母	夫妻
叶志铭	叶崇仁	父母	父母
叶崇仁	叶玉卿	父母	亲戚
曹节	刘协	父母	夫妻
虞姬	项羽	上下级	夫妻
邓肇坚	章顺婉	兄弟姐妹	父母
元奎	李连杰	合作	合作
白凤鸣	白凤麟	师生	兄弟姐妹
黄兴	徐宗汉	夫妻	夫妻
杨德昌	蔡琴	夫妻	夫妻
李渊	唐太宗	兄弟姐妹	父母
阮小五	阮小七	父母	兄弟姐妹
犬夜叉	犬大将	父母	父母
陈竺	陈赛娟	夫妻	夫妻
徐丽丽	徐玉华	合作	兄弟姐妹
李菁	何云伟	合作	合作
李菁	高峰	合作	同门
卢淑仪	李克勤	夫妻	夫妻
吴法宪	林彪	父母	合作
林立果	林彪	父母	父母
张末	张艺谋	父母	父母
倪桂珍	宋耀如	夫妻	夫妻
陈小鲁	粟裕	父母	父母
陈昊苏	陈毅	父母	父母
李小璐	贾乃亮	父母	情侣
李彦宏	马东敏	夫妻	夫妻
陈英雪	古巨基	夫妻	情侣
同治	慈禧太后	父母	父母
杨月英	筱文滨	合作	合作
金兑姬	刘昌赫	夫妻	夫妻
殷旭	章子怡	夫妻	兄弟姐妹
李小龙	李香凝	父母	父母
邓长顺	邓丽君	父母	兄弟姐妹
邓丽君	邓长禧	父母	兄弟姐妹
邓丽君	邓枢	父母	父母
戈米沙	普鲁申科	师生	师生
郝治平	罗瑞卿	夫妻	夫妻
郭启儒	侯宝林	合作	合作
吉增和	孟广美	情侣	情侣
常宝华	常宝堃	师生	兄弟姐妹
夏凌翔	黄希庭	合作	合作
吴海兰	张灵甫	夫妻	夫妻
陈赫	陈凯歌	同门	亲戚
吕后	刘邦	夫妻	夫妻
刘嘉玲	梁朝伟	情侣	夫妻
蒋勤勤	陈建斌	夫妻	夫妻
王傲山	李彩桦	情侣	情侣
赵本山	小沈阳	师生	师生
白歆惠	阮经天	情侣	好友
曹节	刘协	夫妻	夫妻
王宝强	马蓉	夫妻	夫妻
鲍蕾	陆毅	夫妻	夫妻
王菲	窦唯	夫妻	夫妻
李渊	李虎	父母	父母
田秉毅	李永波	合作	合作
傅冬菊	傅作义	父母	父母
周伯宜	鲁瑞	父母	夫妻
孙权	甘宁	父母	上下级
李圣根	晏紫	夫妻	夫妻
陈一冰	杨威	夫妻	合作
冯翼	冯跋	兄弟姐妹	父母
冯跋	冯弘	兄弟姐妹	兄弟姐妹
孙芸芸	孙莹莹	父母	兄弟姐妹
孙芸芸	何念慈	父母	父母
邱羿霖	孙道存	夫妻	情侣
霍启刚	霍英东	父母	祖孙
诸邑公主	卫子夫	父母	父母
刘半农	钱玄同	合作	合作
钱伟长	孔祥瑛	父母	夫妻
王艳	王烁	父母	父母
慕容皝	慕容廆	父母	父母
郭彦甫	陈贞均	情侣	情侣
于芬	伏明霞	师生	师生
马伊琍	文章	夫妻	夫妻
沈伐	刘德一	夫妻	合作
罗浩	宋祖英	夫妻	夫妻
李泽楷	梁洛施	父母	情侣
安贞焕	李惠媛	夫妻	夫妻
连震东	赵兰坤	夫妻	夫妻
黄睿靓	陈致中	夫妻	夫妻
骆玉笙	王冠丽	师生	师生
汤君年	汤子嘉	夫妻	父母
赖昌星	赖俊健	父母	父母
陶大宇	黄慧宝	夫妻	夫妻
杨采妮	邱韶智	夫妻	情侣
张东健	高小英	夫妻	夫妻
吴君如	陈可辛	夫妻	夫妻
洪秀全	罗孝全	父母	师生
流川枫	流川	夫妻	父母
陈洁如	蒋介石	夫妻	夫妻
乔冠华	龚澎	夫妻	夫妻
诸葛瞻	诸葛亮	父母	父母
李维汉	李铁映	父母	父母
冯跋	冯弘	兄弟姐妹	兄弟姐妹
蔡依珊	连胜文	兄弟姐妹	夫妻
郭士强	郭凯伦	亲戚	亲戚
郭艾伦	郭凯伦	亲戚	兄弟姐妹
黄宗英	黄宗淮	兄弟姐妹	兄弟姐妹
黄宗淮	黄宗江	兄弟姐妹	兄弟姐妹
周韶华	樊枫	师生	师生
佐藤屋登	蒋百里	父母	夫妻
赵葆秀	李金泉	师生	师生
吉增和	孟广美	情侣	情侣
韦小宝	曾柔	夫妻	夫妻
范瑾	许寿裳	父母	亲戚
佟守本	汪恩禄	合作	合作
仲由	孔子	夫妻	师生
巩汉林	赵丽蓉	父母	合作
潘长江	巩汉林	父母	合作
张云逸	张光东	父母	父母
洪秀全	杨秀清	上下级	上下级
长孙无忌	唐太宗	父母	兄弟姐妹
陈炜	张光北	夫妻	夫妻
鲍莉	陆毅	夫妻	兄弟姐妹
王晓男	陆毅	夫妻	同门
鲍蕾	陆毅	夫妻	夫妻
郭京飞	陆毅	夫妻	兄弟姐妹
秦可卿	秦钟	夫妻	兄弟姐妹
慈禧	同治	夫妻	父母
罗福苌	罗振玉	父母	父母
罗振玉	罗福颐	父母	父母
姚玉兰	杜月笙	夫妻	夫妻
馀彩琴	戚雅仙	合作	合作
武则天	太平公主	父母	父母
元彪	成龙	同门	同门
俞晴	雪村	夫妻	夫妻
钟镇涛	章小蕙	夫妻	夫妻
张宁益	马琳	夫妻	夫妻
马廷强	黎姿	夫妻	夫妻
徐立清	徐秋京	父母	父母
江泽民	江上青	父母	父母
刘半农	钱玄同	合作	合作
孙法民	孙芸芸	父母	祖孙
孙芸芸	何念慈	父母	父母
林艾为	林心如	兄弟姐妹	兄弟姐妹
邵娜	郑智	夫妻	夫妻
郑曼青	秦道生	夫妻	师生
马景涛	吴佳尼	情侣	夫妻
元稹	白居易	夫妻	好友
宫崎市定	羽田亨	师生	师生
曹操	曹宇	父母	父母
严铮	钟丽缇	夫妻	夫妻
李泽楷	梁洛施	父母	情侣
孙道存	张琼玲	夫妻	情侣
于月仙	马丽娟	兄弟姐妹	兄弟姐妹
于涛	任讷	夫妻	夫妻
诸葛梓岐	薛嘉麟	情侣	情侣
刘銮雄	吕丽君	父母	夫妻
李大双	李小双	父母	兄弟姐妹
刘嘉玲	梁朝伟	夫妻	夫妻
曹丕	曹冲	父母	兄弟姐妹
扬雄	汉成帝	师生	上下级
沈寿林	沈斌泉	父母	父母
方志敏	缪敏	夫妻	夫妻
黎婴	黎姿	父母	兄弟姐妹
杨铁柱	杨盛春	父母	父母
邓拓	丁一岚	夫妻	夫妻
赵本山	小沈阳	师生	师生
叶莉	姚明	夫妻	夫妻
中山清	黑田清隆	夫妻	夫妻
侯耀文	袁茵	兄弟姐妹	夫妻
黄志忠	何音	父母	夫妻
小龙女	杨过	夫妻	夫妻
单廷	魏定国	合作	合作
胡因梦	李敖	夫妻	夫妻
汤镇业	翁美玲	兄弟姐妹	情侣
贾赦	贾政	父母	兄弟姐妹
加藤正夫	木谷实	父母	师生
武宫正树	木谷实	师生	师生
木谷实	小林光一	师生	师生
陈洁如	蒋介石	夫妻	夫妻
钱永刚	钱永真	父母	兄弟姐妹
曹节	刘协	父母	夫妻
程训宣	徐向前	夫妻	夫妻
王小波	李银河	夫妻	夫妻
张茜	张卫健	夫妻	夫妻
蔡志明	蔡加敏	父母	父母
刘嘉玲	梁朝伟	夫妻	夫妻
曾荫权	鲍笑薇	父母	夫妻
王雪涛	齐白石	师生	师生
流川枫	流川	父母	父母
将闾	秦始皇	父母	父母
俞振飞	俞粟庐	师生	父母
姜昆	戴志诚	合作	合作
贾代善	贾政	父母	父母
康熙	顺治	父母	父母
孔令华	孔继宁	父母	父母
李敏	孔继宁	父母	父母
李敏	贺子珍	父母	父母
贺子珍	毛泽东	父母	夫妻
麦浚龙	麦绍棠	兄弟姐妹	父母
卢俊义	燕青	父母	上下级
鲍蕾	陆毅	夫妻	夫妻
洪金宝	高丽虹	夫妻	夫妻
何鸿燊	梁安琪	夫妻	夫妻
李嘉欣	许晋亨	夫妻	夫妻
张靓颖	赵晨浩	好友	情侣
郭启儒	侯宝林	合作	合作
曹羲	曹爽	父母	兄弟姐妹
曹羲	曹真	父母	父母
刘基	胡惟庸	父母	合作
裘桂仙	张凤台	师生	师生
安贞焕	李惠媛	夫妻	夫妻
鲍莉	陆毅	夫妻	兄弟姐妹
陈金雀	陈寿峰	父母	父母
戈米沙	普鲁申科	夫妻	师生
姜昆	戴志诚	合作	合作
项羽	虞姬	夫妻	夫妻
俞晴	雪村	夫妻	夫妻
宋美龄	蒋介石	父母	夫妻
邱嘉雄	林月云	夫妻	情侣
张兰	汪小菲	父母	父母
汪小菲	汪则翰	父母	父母
谷开来	谷景生	父母	父母
斯内德	约兰特	夫妻	情侣
任剑辉	芳艳芬	合作	合作
傅二石	傅抱石	父母	父母
曹丕	曹植	父母	兄弟姐妹
周令飞	周海婴	父母	父母
周令飞	鲁迅	父母	祖孙
安阳公主	曹操	父母	父母
冯远征	梁丹妮	夫妻	夫妻
佟守本	张振圻	合作	师生
芳艳芬	任剑辉	合作	合作
洪恒珠	苏嘉全	夫妻	夫妻
慕容盛	兰穆	夫妻	亲戚
智能儿	秦钟	夫妻	情侣
李克勤	卢淑仪	情侣	夫妻
杜丽	庞伟	夫妻	夫妻
曹昂	曹丕	父母	兄弟姐妹
柳兰芳	朱超伦	夫妻	夫妻
冯远征	梁丹妮	夫妻	夫妻
宇喜多秀家	前田利家	父母	父母
潘迪生	杨紫琼	夫妻	夫妻
慕容盛	兰穆	父母	亲戚
曹士岳	曹锟	夫妻	父母
黄睿靓	陈致中	父母	夫妻
王梓涵	曹颖	父母	父母
吴建豪	言承旭	情侣	合作
侯耀文	袁茵	夫妻	夫妻
李孝贞	李敬元	合作	合作
顾毓秀	江泽民	父母	师生
罗荣桓	罗北捷	父母	父母
郭可盈	林文龙	夫妻	夫妻
贺黎明	贺龙	夫妻	父母
贺晓明	贺龙	夫妻	父母
贺龙	薛明	夫妻	夫妻
赵一荻	张学良	夫妻	夫妻
庄泳	沈俊言	父母	父母
叶智强	谭咏麟	父母	合作
耶律齐	郭芙	兄弟姐妹	夫妻
武敦儒	郭破虏	同门	同门
武修文	郭破虏	兄弟姐妹	同门
徐帆	冯小刚	夫妻	夫妻
大乔	孙策	兄弟姐妹	夫妻
袁涣	袁敏	父母	兄弟姐妹
成龙	于占元	父母	师生
元彪	成龙	同门	同门
元彪	元奎	同门	合作
元彪	元华	同门	合作
元奎	洪金宝	同门	同门
冯巩	牛群	父母	合作
高崚	吴圣	夫妻	夫妻
佐藤屋登	蒋百里	夫妻	夫妻
朱丽倩	刘德华	情侣	夫妻
潘迪生	杨紫琼	夫妻	夫妻
东山纪之	木村佳乃	合作	夫妻
李圣根	晏紫	夫妻	夫妻
刘邦	吕雉	夫妻	夫妻
毛泽东	贺子珍	夫妻	夫妻
松赞干布	文成公主	夫妻	夫妻
慕容熙	慕容盛	父母	兄弟姐妹
吴淑珍	陈水扁	父母	夫妻
孙道存	张琼玲	父母	情侣
鲍蕾	陆毅	夫妻	夫妻
郭启儒	侯宝林	合作	合作
小龙女	杨过	夫妻	夫妻
冯弘	冯跋	兄弟姐妹	兄弟姐妹
窦颖	张亚东	夫妻	夫妻
薄熙来	薄熙永	父母	兄弟姐妹
刘连玉	王玉珍	同门	同门
刘连玉	荣少昌	同门	同门
周麟阁	荣少昌	同门	同门
王玉珍	荣少昌	同门	同门
吕后	刘邦	夫妻	夫妻
松赞干布	文成公主	夫妻	夫妻
王娡	金俗	父母	父母
邓弘	冯异	夫妻	合作
卫长公主	曹襄	夫妻	夫妻
钟腾福	张洁雯	夫妻	夫妻
黄志忠	何音	夫妻	夫妻
郝蕾	李光洁	夫妻	夫妻
曾国祥	曾志伟	父母	父母
赵一荻	张学良	父母	夫妻
贾敬	贾代化	父母	父母
江怀延	江珊	父母	父母
钟镇涛	章小蕙	夫妻	夫妻
程咬金	李世民	夫妻	上下级
徐悲鸿	蒋碧微	夫妻	夫妻
郭襄	郭靖	父母	父母
刘永好	刘永行	兄弟姐妹	兄弟姐妹
崔世安	霍慧芬	夫妻	夫妻
关楚耀	卫诗	情侣	情侣
卢俊义	燕青	夫妻	上下级
卢淑仪	李克勤	夫妻	夫妻
慈禧	同治	夫妻	父母
司马炎	左芬	父母	夫妻
连震东	赵兰坤	父母	夫妻
赵本山	小沈阳	师生	师生
李戡	李敖	父母	父母
邓小平	邓榕	父母	父母
张闾瑛	陶鹏飞	父母	夫妻
高锟	黄美芸	夫妻	夫妻
虞姬	项羽	夫妻	夫妻
孙权	孙策	父母	兄弟姐妹
蔡依珊	连胜文	夫妻	夫妻
高拱	张居正	夫妻	合作
鲁迅	周建人	夫妻	兄弟姐妹
许广平	周建人	夫妻	兄弟姐妹
赵雅芝	黄汉伟	夫妻	夫妻
赵岭	袁立	夫妻	夫妻
王大庆	孙昌宁	父母	父母
刘表	刘备	父母	兄弟姐妹
郭凯伦	郭艾伦	兄弟姐妹	兄弟姐妹
郭凯伦	郭士强	亲戚	亲戚
霍启刚	霍英东	情侣	祖孙
张菲	费贞绫	兄弟姐妹	兄弟姐妹
翁家明	俞小凡	夫妻	夫妻
王梓木	敬一丹	夫妻	夫妻
虞姬	项羽	夫妻	夫妻
林伯渠	林修梅	夫妻	兄弟姐妹
孙小飞	赵本山	师生	师生
罗浩	宋祖英	夫妻	夫妻
徐悲鸿	蒋碧微	夫妻	夫妻
杨宁	周云帆	夫妻	合作
成龙	林凤娇	夫妻	夫妻
成龙	房祖名	父母	父母
林凤娇	房祖名	父母	父母
洪天祥	洪金宝	父母	父母
松赞干布	文成公主	夫妻	夫妻
周华健	周厚恩	父母	父母
傅二石	傅抱石	父母	父母
李彦宏	马东敏	夫妻	夫妻
侯耀华	侯耀文	兄弟姐妹	兄弟姐妹
李小龙	李香凝	父母	父母
洪秀全	杨秀清	上下级	上下级
邵娜	郑智	夫妻	夫妻
陈鹤年	陈独秀	父母	父母
徐冠巨	徐传化	师生	父母
郑在成	李龙大	合作	合作
秦可卿	秦钟	夫妻	兄弟姐妹
汪涵	杨乐乐	夫妻	夫妻
吕雉	鲁元公主	夫妻	父母
吕雉	刘邦	夫妻	夫妻
孙芸芸	何念慈	夫妻	父母
张云逸	张光东	夫妻	父母
于涛	任讷	夫妻	夫妻
小龙女	杨过	夫妻	夫妻
杨露禅	杨班侯	父母	父母
哈文	李咏	情侣	夫妻
麦俊翘	麦绍棠	父母	父母
鲍蕾	陆毅	夫妻	夫妻
叶群	林立果	父母	父母
林彪	林立果	父母	父母
钱钟书	杨绛	夫妻	夫妻
元彪	成龙	同门	同门
严宽	杜晓婷	夫妻	情侣
夏一波	宋卫平	夫妻	夫妻
曹真	夏侯尚	父母	兄弟姐妹
黄志忠	何音	夫妻	夫妻
陈同海	陈伟达	夫妻	父母
梁红玉	韩世忠	夫妻	夫妻
中岛美雪	工藤静香	夫妻	好友
陈英雪	古巨基	情侣	情侣
狄波拉	谢贤	夫妻	夫妻
郭可盈	林文龙	夫妻	夫妻
陆士嘉	张维	父母	夫妻
唐生明	唐生智	夫妻	兄弟姐妹
杨德昌	彭铠立	夫妻	夫妻
刘嘉玲	梁朝伟	夫妻	夫妻
李经文	杨荣环	师生	师生
杨荣环	雷英	师生	师生
郝蕾	李光洁	情侣	夫妻
姜昆	戴志诚	合作	合作
唐杰忠	马季	合作	合作
陈奕迅	陈泽迅	情侣	兄弟姐妹
路三宝	于连泉	师生	师生
何鸿燊	梁安琪	夫妻	夫妻
周继红	田秉毅	夫妻	夫妻
托勒密一世	托勒密二世	父母	父母
黄秋燕	李连杰	师生	夫妻
潘长江	巩汉林	父母	合作
郭彦甫	陈贞均	夫妻	情侣
刘秀	冯异	上下级	上下级
曹操	曹铄	父母	父母
袁信义	袁日初	兄弟姐妹	兄弟姐妹
袁日初	袁和平	兄弟姐妹	兄弟姐妹
袁日初	袁小田	父母	父母
何政军	何雨果	夫妻	父母
高锟	黄美芸	父母	夫妻
王宝强	马蓉	夫妻	夫妻
钱学森	钱均夫	父母	父母
五月天	阿信	夫妻	合作
五月天	陈信宏	夫妻	合作
严宽	杜晓婷	夫妻	情侣
巩汉林	赵丽蓉	父母	合作
程砚秋	李世济	父母	父母
叶群	林立果	父母	父母
林立果	林彪	父母	父母
何韵诗	何秉舜	兄弟姐妹	兄弟姐妹
王羲之	卫夫人	师生	师生
李经文	杨荣环	师生	师生
李宗伟	黄妙珠	夫妻	情侣
陈香梅	陈纳德	夫妻	夫妻
施银花	屠杏花	师生	合作
张靓颖	赵晨浩	好友	情侣
郑芝龙	郑成功	父母	父母
张宁益	马琳	父母	夫妻
王梓木	敬一丹	夫妻	夫妻
陆云	陆机	兄弟姐妹	兄弟姐妹
杨红丽	张鸣琴	师生	父母
王小波	李银河	夫妻	夫妻
陈道明	杜宪	父母	夫妻
慕容盛	兰穆	父母	亲戚
俞大维	俞扬和	父母	父母
唐杰忠	马季	合作	合作
朱宏钧	白岩松	夫妻	夫妻
黄睿靓	陈致中	父母	夫妻
乐基儿	黎明	情侣	夫妻
霍震寰	霍震宇	夫妻	兄弟姐妹
小龙女	杨过	夫妻	夫妻
施银花	屠杏花	师生	合作
孙英杰	孙凤有	合作	父母
赵灵儿	李忆如	父母	父母
李忆如	李逍遥	父母	父母
阿奴	盖罗骄	夫妻	同门
王怡仁	蓝正龙	情侣	情侣
曹植	曹丕	父母	兄弟姐妹
戴乃迭	杨宪益	夫妻	夫妻
武则天	太平公主	父母	父母
史兰芽	李幼斌	夫妻	夫妻
小泉纯一郎	小泉进次郎	父母	父母
李遘	唐代宗	父母	父母
杨月英	筱文滨	合作	合作
陈纳德	陈香梅	夫妻	夫妻
赵岭	袁立	夫妻	夫妻
张庆林	张进辅	合作	合作
黄希庭	张进辅	合作	合作
卢俊义	燕青	夫妻	上下级
左小青	孙红雷	情侣	情侣
诸葛瞻	诸葛亮	兄弟姐妹	父母
谭小培	谭鑫培	父母	父母
吕后	刘邦	父母	夫妻
郑中基	郑东汉	夫妻	父母
尚长荣	侯喜瑞	师生	师生
毛岸英	刘思齐	夫妻	夫妻
宋美龄	蒋介石	父母	夫妻
宋美龄	宋子文	父母	兄弟姐妹
何韵诗	何秉舜	兄弟姐妹	兄弟姐妹
李伯清	刘德一	夫妻	合作
王福义	单田芳	兄弟姐妹	祖孙
汪道涵	汪雨	情侣	父母
徐若瑄	贺锡敬	情侣	情侣
馀彩琴	戚雅仙	合作	合作
李暹	李豫	父母	父母
连震东	赵兰坤	夫妻	夫妻
张洛君	马国贤	合作	合作
朱宏钧	白岩松	夫妻	夫妻
赵本山	小沈阳	夫妻	师生
英茵	英华	父母	父母
曾明娜	赖昌星	夫妻	夫妻
陈美琪	马清伟	夫妻	夫妻
王梓木	敬一丹	夫妻	夫妻
李国宝	李福树	师生	父母
谭小培	谭鑫培	父母	父母
曾明娜	赖昌星	夫妻	夫妻
张东健	高小英	夫妻	夫妻
周令飞	鲁迅	父母	祖孙
范我存	馀光中	师生	夫妻
秦沛	姜丽文	父母	父母
梁思成	林徽因	夫妻	夫妻
梁启超	林徽因	夫妻	父母
谢娜	张杰	夫妻	夫妻
孙新	孙立	兄弟姐妹	兄弟姐妹
解宝	解珍	兄弟姐妹	兄弟姐妹
谭志道	谭富英	祖孙	祖孙
谭志道	谭鑫培	父母	父母
谭小培	谭鑫培	祖孙	父母
谭正岩	谭富英	祖孙	祖孙
何政军	何雨果	夫妻	父母
哈文	李咏	夫妻	夫妻
孙道存	张琼玲	夫妻	情侣
刘之冰	茹萍	夫妻	夫妻
帖雅娜	姜华珺	合作	合作
孔继宁	李敏	父母	父母
范瑞娟	袁雪芬	合作	合作
梁思成	林徽因	夫妻	夫妻
郝蕾	邓超	夫妻	情侣
陈洁如	蒋介石	父母	夫妻
郭襄	郭靖	父母	父母
张镈	杨廷宝	师生	师生
钱钟书	杨绛	父母	夫妻
巩汉林	赵丽蓉	父母	合作
郭德纲	胡中惠	夫妻	夫妻
陈致中	黄睿靓	夫妻	夫妻
黄睿靓	陈幸妤	夫妻	亲戚
大乔	孙策	兄弟姐妹	夫妻
付小芳	刘莎莎	兄弟姐妹	同门
汤镇业	翁美玲	夫妻	情侣
张桂凤	吕瑞英	合作	合作
陶铸	曾志	夫妻	夫妻
哪咤	木咤	兄弟姐妹	兄弟姐妹
洪金宝	高丽虹	夫妻	夫妻
叶圣陶	俞平伯	合作	好友
小龙女	杨过	夫妻	夫妻
杨振德	邓颖超	夫妻	父母
沈阿寿	沈宝珠	师生	兄弟姐妹
何韵诗	何秉舜	兄弟姐妹	兄弟姐妹
孙道存	张琼玲	夫妻	情侣
甘泗淇	李贞	父母	夫妻
鲍莉	陆毅	夫妻	兄弟姐妹
郭启儒	郭全宝	合作	合作
郭启儒	侯宝林	合作	合作
林艾为	林心如	兄弟姐妹	兄弟姐妹
黄兴	徐宗汉	夫妻	夫妻
大乔	孙策	兄弟姐妹	夫妻
俞扬和	蒋孝章	父母	夫妻
郭云深	刘晓兰	师生	同门
江世俊	江上青	父母	兄弟姐妹
江泽民	江上青	父母	父母
李僩	唐肃宗	父母	父母
芳艳芬	任剑辉	合作	合作
梁思成	林徽因	夫妻	夫妻
梁启超	林徽因	夫妻	父母
王光美	王光复	夫妻	兄弟姐妹
崔小田	崔兰田	父母	亲戚
姜文	姜一郎	夫妻	父母
陈淑	丁绪贤	夫妻	夫妻
章亚若	蒋孝慈	父母	父母
蒋孝严	蒋孝慈	父母	兄弟姐妹
蒋经国	蒋孝慈	父母	父母
侯耀华	侯军	父母	父母
包庭政	包伟铭	父母	父母
曹操	曹植	父母	父母
曹植	曹丕	父母	兄弟姐妹
吕后	刘邦	夫妻	夫妻
冯远征	梁丹妮	夫妻	夫妻
犬夜叉	犬大将	父母	父母
吉增和	孟广美	夫妻	情侣
傅二石	傅抱石	师生	父母
陈彤云	哈锐川	师生	父母
钱思亮	钱纯	兄弟姐妹	父母
